sample_id,split,source_file,output_file,source_rows,candidate_windows,valid_windows,rejected_gap_windows,sequence_length,stride,feature_dim,status,error,processing_sec
yena_fall_normal_0,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/yena_fall_normal_0_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/train/yena_fall_normal_0_sequences.npz,1203,237,237,0,20,5,315,completed,,0.15833830833435059
yena_fall_normal_10,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/yena_fall_normal_10_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/train/yena_fall_normal_10_sequences.npz,123,21,21,0,20,5,315,completed,,0.03253173828125
yena_fall_normal_11,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/yena_fall_normal_11_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/train/yena_fall_normal_11_sequences.npz,135,24,24,0,20,5,315,completed,,0.03251194953918457
yena_fall_normal_13,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/yena_fall_normal_13_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/train/yena_fall_normal_13_sequences.npz,125,22,22,0,20,5,315,completed,,0.03225517272949219
yena_fall_normal_15,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/yena_fall_normal_15_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/train/yena_fall_normal_15_sequences.npz,123,21,21,0,20,5,315,completed,,0.03260517120361328
yena_fall_normal_16,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/yena_fall_normal_16_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/train/yena_fall_normal_16_sequences.npz,121,21,21,0,20,5,315,completed,,0.033774614334106445
yena_fall_normal_17,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/yena_fall_normal_17_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/train/yena_fall_normal_17_sequences.npz,126,22,22,0,20,5,315,completed,,0.06954240798950195
yena_fall_stay_down_01,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/yena_fall_stay_down_01_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/train/yena_fall_stay_down_01_sequences.npz,1804,357,354,3,20,5,315,completed,,0.26619458198547363
yena_fall_stay_down_02,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/yena_fall_stay_down_02_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/train/yena_fall_stay_down_02_sequences.npz,130,23,23,0,20,5,315,completed,,0.034697771072387695
yena_fall_stay_down_03,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/yena_fall_stay_down_03_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/train/yena_fall_stay_down_03_sequences.npz,124,21,21,0,20,5,315,completed,,0.04113292694091797
yena_fall_stay_down_04,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/yena_fall_stay_down_04_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/train/yena_fall_stay_down_04_sequences.npz,126,22,22,0,20,5,315,completed,,0.03914928436279297
yena_fall_stay_down_05,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/yena_fall_stay_down_05_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/train/yena_fall_stay_down_05_sequences.npz,125,22,22,0,20,5,315,completed,,0.04952406883239746
yena_free_activity_normal_01,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/yena_free_activity_normal_01_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/train/yena_free_activity_normal_01_sequences.npz,1799,356,356,0,20,5,315,completed,,0.442612886428833
yena_free_activity_normal_02,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/yena_free_activity_normal_02_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/train/yena_free_activity_normal_02_sequences.npz,3007,598,598,0,20,5,315,completed,,0.3323047161102295
yena_pick_up_normal_01,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/yena_pick_up_normal_01_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/train/yena_pick_up_normal_01_sequences.npz,1801,357,357,0,20,5,315,completed,,0.2350783348083496
yena_pick_up_normal_02,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/yena_pick_up_normal_02_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/train/yena_pick_up_normal_02_sequences.npz,139,24,24,0,20,5,315,completed,,0.0360257625579834
yena_pick_up_normal_04,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/yena_pick_up_normal_04_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/train/yena_pick_up_normal_04_sequences.npz,117,20,20,0,20,5,315,completed,,0.028237104415893555
yena_pick_up_normal_05,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/yena_pick_up_normal_05_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/train/yena_pick_up_normal_05_sequences.npz,134,23,23,0,20,5,315,completed,,0.030188560485839844
yena_pick_up_normal_06,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/yena_pick_up_normal_06_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/train/yena_pick_up_normal_06_sequences.npz,127,22,22,0,20,5,315,completed,,0.030497074127197266
yena_pick_up_normal_07,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/yena_pick_up_normal_07_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/train/yena_pick_up_normal_07_sequences.npz,128,22,22,0,20,5,315,completed,,0.028578758239746094
yena_pick_up_normal_08,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/yena_pick_up_normal_08_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/train/yena_pick_up_normal_08_sequences.npz,127,22,22,0,20,5,315,completed,,0.029453754425048828
yena_pick_up_normal_09,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/yena_pick_up_normal_09_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/train/yena_pick_up_normal_09_sequences.npz,128,22,22,0,20,5,315,completed,,0.029718399047851562
yena_pick_up_normal_10,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/yena_pick_up_normal_10_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/train/yena_pick_up_normal_10_sequences.npz,129,22,22,0,20,5,315,completed,,0.027959108352661133
yena_pick_up_normal_11,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/yena_pick_up_normal_11_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/train/yena_pick_up_normal_11_sequences.npz,122,21,21,0,20,5,315,completed,,0.029865503311157227
yena_pick_up_variation_01,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/yena_pick_up_variation_01_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/train/yena_pick_up_variation_01_sequences.npz,1799,356,352,4,20,5,315,completed,,0.21860861778259277
yena_pick_up_variation_04,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/yena_pick_up_variation_04_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/train/yena_pick_up_variation_04_sequences.npz,122,21,21,0,20,5,315,completed,,0.05396080017089844
yena_pick_up_variation_05,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/yena_pick_up_variation_05_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/train/yena_pick_up_variation_05_sequences.npz,100,17,17,0,20,5,315,completed,,0.0261232852935791
yena_sit_move_normal_01,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/yena_sit_move_normal_01_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/train/yena_sit_move_normal_01_sequences.npz,1813,359,359,0,20,5,315,completed,,0.20605087280273438
yena_sit_normal_02,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/yena_sit_normal_02_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/train/yena_sit_normal_02_sequences.npz,135,24,24,0,20,5,315,completed,,0.03133797645568848
yena_sit_normal_03,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/yena_sit_normal_03_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/train/yena_sit_normal_03_sequences.npz,128,22,22,0,20,5,315,completed,,0.02943873405456543
yena_sit_normal_04,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/yena_sit_normal_04_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/train/yena_sit_normal_04_sequences.npz,125,22,22,0,20,5,315,completed,,0.02838897705078125
yena_sit_normal_06,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/yena_sit_normal_06_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/train/yena_sit_normal_06_sequences.npz,130,23,23,0,20,5,315,completed,,0.03192877769470215
yena_sit_normal_07,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/yena_sit_normal_07_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/train/yena_sit_normal_07_sequences.npz,126,22,22,0,20,5,315,completed,,0.03144645690917969
yena_sit_normal_08,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/yena_sit_normal_08_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/train/yena_sit_normal_08_sequences.npz,135,24,24,0,20,5,315,completed,,0.03266763687133789
yena_sit_normal_09,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/yena_sit_normal_09_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/train/yena_sit_normal_09_sequences.npz,123,21,21,0,20,5,315,completed,,0.061307668685913086
yena_sit_to_stand_normal_01,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/yena_sit_to_stand_normal_01_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/train/yena_sit_to_stand_normal_01_sequences.npz,122,21,21,0,20,5,315,completed,,0.026792526245117188
yena_sit_to_stand_normal_02,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/yena_sit_to_stand_normal_02_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/train/yena_sit_to_stand_normal_02_sequences.npz,133,23,23,0,20,5,315,completed,,0.03161001205444336
yena_sit_to_stand_normal_03,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/yena_sit_to_stand_normal_03_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/train/yena_sit_to_stand_normal_03_sequences.npz,124,21,21,0,20,5,315,completed,,0.028056621551513672
yena_sit_to_stand_normal_04,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/yena_sit_to_stand_normal_04_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/train/yena_sit_to_stand_normal_04_sequences.npz,118,20,20,0,20,5,315,completed,,0.030215740203857422
yena_slow_lie_down_01,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/yena_slow_lie_down_01_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/train/yena_slow_lie_down_01_sequences.npz,1801,357,357,0,20,5,315,completed,,0.22116661071777344
yena_stand_normal_01,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/yena_stand_normal_01_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/train/yena_stand_normal_01_sequences.npz,627,122,122,0,20,5,315,completed,,0.08484983444213867
yena_stand_normal_02,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/yena_stand_normal_02_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/train/yena_stand_normal_02_sequences.npz,103,17,17,0,20,5,315,completed,,0.04207801818847656
yena_stand_normal_04,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/yena_stand_normal_04_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/train/yena_stand_normal_04_sequences.npz,126,22,22,0,20,5,315,completed,,0.028640031814575195
yena_stand_normal_05,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/yena_stand_normal_05_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/train/yena_stand_normal_05_sequences.npz,127,22,22,0,20,5,315,completed,,0.029140949249267578
yena_stand_normal_06,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/yena_stand_normal_06_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/train/yena_stand_normal_06_sequences.npz,126,22,22,0,20,5,315,completed,,0.028832674026489258
yena_stand_normal_07,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/yena_stand_normal_07_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/train/yena_stand_normal_07_sequences.npz,127,22,22,0,20,5,315,completed,,0.04464101791381836
yena_stand_normal_08,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/yena_stand_normal_08_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/train/yena_stand_normal_08_sequences.npz,124,21,21,0,20,5,315,completed,,0.027811288833618164
yena_stand_normal_10,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/yena_stand_normal_10_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/train/yena_stand_normal_10_sequences.npz,122,21,21,0,20,5,315,completed,,0.029340505599975586
yena_walk_normal_02,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/yena_walk_normal_02_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/train/yena_walk_normal_02_sequences.npz,134,23,23,0,20,5,315,completed,,0.03362131118774414
yena_walk_normal_03,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/yena_walk_normal_03_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/train/yena_walk_normal_03_sequences.npz,125,22,22,0,20,5,315,completed,,0.028734445571899414
yena_walk_normal_04,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/yena_walk_normal_04_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/train/yena_walk_normal_04_sequences.npz,130,23,23,0,20,5,315,completed,,0.02854299545288086
yena_walk_normal_05,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/yena_walk_normal_05_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/train/yena_walk_normal_05_sequences.npz,135,24,24,0,20,5,315,completed,,0.03072643280029297
yena_walk_normal_06,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/yena_walk_normal_06_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/train/yena_walk_normal_06_sequences.npz,133,23,23,0,20,5,315,completed,,0.03233909606933594
yena_walk_normal_07,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/yena_walk_normal_07_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/train/yena_walk_normal_07_sequences.npz,133,23,23,0,20,5,315,completed,,0.03226041793823242
yena_walk_normal_08,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/yena_walk_normal_08_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/train/yena_walk_normal_08_sequences.npz,126,22,22,0,20,5,315,completed,,0.03328585624694824
yena_walk_normal_09,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/yena_walk_normal_09_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/train/yena_walk_normal_09_sequences.npz,135,24,24,0,20,5,315,completed,,0.03478574752807617
yena_walk_normal_10,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/yena_walk_normal_10_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/train/yena_walk_normal_10_sequences.npz,139,24,24,0,20,5,315,completed,,0.034761905670166016
yena_walk_normal_11,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/yena_walk_normal_11_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/train/yena_walk_normal_11_sequences.npz,132,23,23,0,20,5,315,completed,,0.03447103500366211
yena_walk_normal_12,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/yena_walk_normal_12_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/train/yena_walk_normal_12_sequences.npz,128,22,22,0,20,5,315,completed,,0.039499521255493164
yena_walk_normal_13,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/yena_walk_normal_13_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/train/yena_walk_normal_13_sequences.npz,128,22,22,0,20,5,315,completed,,0.04726886749267578
hoyeon_lie_down_normal_01,validation,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/validation/hoyeon_lie_down_normal_01_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/validation/hoyeon_lie_down_normal_01_sequences.npz,1796,356,356,0,20,5,315,completed,,0.22014117240905762
sujin_fall_normal_04,validation,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/validation/sujin_fall_normal_04_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/validation/sujin_fall_normal_04_sequences.npz,126,22,18,4,20,5,315,completed,,0.027872800827026367
sujin_fall_normal_05,validation,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/validation/sujin_fall_normal_05_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/validation/sujin_fall_normal_05_sequences.npz,127,22,18,4,20,5,315,completed,,0.029845237731933594
sujin_fall_stay_down_03,validation,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/validation/sujin_fall_stay_down_03_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/validation/sujin_fall_stay_down_03_sequences.npz,100,17,17,0,20,5,315,completed,,0.025479555130004883
sujin_fall_stay_down_04,validation,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/validation/sujin_fall_stay_down_04_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/validation/sujin_fall_stay_down_04_sequences.npz,101,17,17,0,20,5,315,completed,,0.026900529861450195
sujin_free_activity_normal_01,validation,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/validation/sujin_free_activity_normal_01_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/validation/sujin_free_activity_normal_01_sequences.npz,1800,357,357,0,20,5,315,completed,,0.21838855743408203
sujin_pick_up_normal_01,validation,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/validation/sujin_pick_up_normal_01_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/validation/sujin_pick_up_normal_01_sequences.npz,1802,357,357,0,20,5,315,completed,,0.24519944190979004
sujin_pick_up_normal_12,validation,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/validation/sujin_pick_up_normal_12_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/validation/sujin_pick_up_normal_12_sequences.npz,128,22,22,0,20,5,315,completed,,0.030010700225830078
sujin_sit_normal_02,validation,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/validation/sujin_sit_normal_02_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/validation/sujin_sit_normal_02_sequences.npz,126,22,22,0,20,5,315,completed,,0.03111720085144043
sujin_sit_to_stand_normal_02,validation,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/validation/sujin_sit_to_stand_normal_02_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/validation/sujin_sit_to_stand_normal_02_sequences.npz,1801,357,357,0,20,5,315,completed,,0.24150800704956055
sujin_sit_to_stand_normal_06,validation,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/validation/sujin_sit_to_stand_normal_06_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/validation/sujin_sit_to_stand_normal_06_sequences.npz,125,22,22,0,20,5,315,completed,,0.031287193298339844
sujin_slow_lie_down_01,validation,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/validation/sujin_slow_lie_down_01_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/validation/sujin_slow_lie_down_01_sequences.npz,1782,353,332,21,20,5,315,completed,,0.21816372871398926
sujin_stand_normal_06,validation,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/validation/sujin_stand_normal_06_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/validation/sujin_stand_normal_06_sequences.npz,129,22,22,0,20,5,315,completed,,0.04901862144470215
sujin_walk_normal_06,validation,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/validation/sujin_walk_normal_06_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/validation/sujin_walk_normal_06_sequences.npz,127,22,22,0,20,5,315,completed,,0.036286115646362305
sujin_walk_normal_07,validation,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/validation/sujin_walk_normal_07_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/validation/sujin_walk_normal_07_sequences.npz,126,22,22,0,20,5,315,completed,,0.03548860549926758
sujin_walk_normal_13,validation,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/validation/sujin_walk_normal_13_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/validation/sujin_walk_normal_13_sequences.npz,130,23,23,0,20,5,315,completed,,0.0458371639251709
yena_bending_normal_01,validation,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/validation/yena_bending_normal_01_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/validation/yena_bending_normal_01_sequences.npz,1807,358,358,0,20,5,315,completed,,0.22237873077392578
yena_chair_sit_variation_01,validation,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/validation/yena_chair_sit_variation_01_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/validation/yena_chair_sit_variation_01_sequences.npz,1798,356,356,0,20,5,315,completed,,0.21279239654541016
yena_fall_normal_08,validation,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/validation/yena_fall_normal_08_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/validation/yena_fall_normal_08_sequences.npz,128,22,22,0,20,5,315,completed,,0.03006577491760254
yena_fall_normal_12,validation,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/validation/yena_fall_normal_12_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/validation/yena_fall_normal_12_sequences.npz,124,21,21,0,20,5,315,completed,,0.029448509216308594
yena_fall_normal_14,validation,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/validation/yena_fall_normal_14_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/validation/yena_fall_normal_14_sequences.npz,122,21,21,0,20,5,315,completed,,0.035234928131103516
yena_pick_up_normal_03,validation,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/validation/yena_pick_up_normal_03_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/validation/yena_pick_up_normal_03_sequences.npz,131,23,23,0,20,5,315,completed,,0.03245115280151367
yena_pick_up_variation_02,validation,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/validation/yena_pick_up_variation_02_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/validation/yena_pick_up_variation_02_sequences.npz,138,24,24,0,20,5,315,completed,,0.03434157371520996
yena_pick_up_variation_03,validation,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/validation/yena_pick_up_variation_03_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/validation/yena_pick_up_variation_03_sequences.npz,133,23,23,0,20,5,315,completed,,0.0332036018371582
yena_sit_normal_01,validation,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/validation/yena_sit_normal_01_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/validation/yena_sit_normal_01_sequences.npz,1204,237,237,0,20,5,315,completed,,0.15083551406860352
yena_sit_normal_05,validation,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/validation/yena_sit_normal_05_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/validation/yena_sit_normal_05_sequences.npz,130,23,23,0,20,5,315,completed,,0.02916121482849121
yena_stand_normal_03,validation,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/validation/yena_stand_normal_03_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/validation/yena_stand_normal_03_sequences.npz,128,22,22,0,20,5,315,completed,,0.0305328369140625
yena_stand_normal_09,validation,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/validation/yena_stand_normal_09_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/validation/yena_stand_normal_09_sequences.npz,123,21,21,0,20,5,315,completed,,0.03267502784729004
yena_stand_normal_11,validation,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/validation/yena_stand_normal_11_model_ready.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/sequences_315/validation/yena_stand_normal_11_sequences.npz,124,21,21,0,20,5,315,completed,,0.030690670013427734
