sample_id,split,pose_file,feature_file,output_file,pose_rows,csi_rows,time_matched_rows,valid_pose_rows,final_rows,matching_rate,mean_time_error_sec,max_time_error_sec,feature_dim,pose_dim,processing_sec,status,error
sujin_sit_normal_06,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/sujin_sit_normal_06_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_sit_normal_06_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_sit_normal_06_synchronized_315.npz,129,130,129,129,129,100.0,0.0008268702658824623,0.0016535560134798288,315,66,0.047865867614746094,completed,
sujin_sit_normal_07,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/sujin_sit_normal_07_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_sit_normal_07_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_sit_normal_07_synchronized_315.npz,126,127,126,126,126,100.0,0.0008311168057844043,0.0016622340772300959,315,66,0.05232357978820801,completed,
sujin_sit_normal_08,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/sujin_sit_normal_08_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_sit_normal_08_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_sit_normal_08_synchronized_315.npz,126,130,126,126,126,100.0,0.0008289123070426285,0.0016578249633312225,315,66,0.07087564468383789,completed,
sujin_sit_normal_09,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/sujin_sit_normal_09_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_sit_normal_09_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_sit_normal_09_synchronized_315.npz,129,129,129,129,129,100.0,0.0008290124242193997,0.0016578403301537037,315,66,0.05532526969909668,completed,
sujin_sit_to_stand_normal_01,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/sujin_sit_to_stand_normal_01_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_sit_to_stand_normal_01_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_sit_to_stand_normal_01_synchronized_315.npz,1805,1811,1805,1805,1805,100.0,0.004997230134904385,0.010000563226640224,315,66,0.3055765628814697,completed,
sujin_sit_to_stand_normal_02,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/sujin_sit_to_stand_normal_02_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_sit_to_stand_normal_02_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_sit_to_stand_normal_02_synchronized_315.npz,1802,1801,1801,1802,1801,99.94450610432852,0.004994450602680445,0.009989455342292786,315,66,0.29756975173950195,completed,
sujin_sit_to_stand_normal_03,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/sujin_sit_to_stand_normal_03_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_sit_to_stand_normal_03_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_sit_to_stand_normal_03_synchronized_315.npz,130,130,130,130,130,100.0,0.0008311853744089603,0.001662752591073513,315,66,0.05178713798522949,completed,
sujin_sit_to_stand_normal_04,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/sujin_sit_to_stand_normal_04_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_sit_to_stand_normal_04_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_sit_to_stand_normal_04_synchronized_315.npz,126,127,126,126,126,100.0,0.0008289123070426285,0.0016578249633312225,315,66,0.045540571212768555,completed,
sujin_sit_to_stand_normal_05,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/sujin_sit_to_stand_normal_05_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_sit_to_stand_normal_05_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_sit_to_stand_normal_05_synchronized_315.npz,127,127,127,127,127,100.0,0.0008289442048408091,0.0016575133195146918,315,66,0.06091737747192383,completed,
sujin_sit_to_stand_normal_06,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/sujin_sit_to_stand_normal_06_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_sit_to_stand_normal_06_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_sit_to_stand_normal_06_synchronized_315.npz,127,125,125,127,125,98.4251968503937,0.0008157892734743655,0.0016319603892043233,315,66,0.10083603858947754,completed,
sujin_slow_lie_down_01,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/sujin_slow_lie_down_01_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_slow_lie_down_01_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_slow_lie_down_01_synchronized_315.npz,1802,1801,1801,1783,1782,98.89012208657047,0.004989445209503174,0.009989455342292786,315,66,0.29675769805908203,completed,
sujin_stand_normal_01,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/sujin_stand_normal_01_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_stand_normal_01_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_stand_normal_01_synchronized_315.npz,1206,1207,1206,1206,1206,100.0,0.0033314903266727924,0.0066629801876842976,315,66,0.2087697982788086,completed,
sujin_stand_normal_02,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/sujin_stand_normal_02_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_stand_normal_02_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_stand_normal_02_synchronized_315.npz,603,603,603,603,603,100.0,0.0016648242017254233,0.0033288830891251564,315,66,0.11629509925842285,completed,
sujin_stand_normal_03,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/sujin_stand_normal_03_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_stand_normal_03_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_stand_normal_03_synchronized_315.npz,131,133,131,131,131,100.0,0.0008312018471769989,0.0016624040435999632,315,66,0.05075192451477051,completed,
sujin_stand_normal_04,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/sujin_stand_normal_04_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_stand_normal_04_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_stand_normal_04_synchronized_315.npz,126,128,126,126,126,100.0,0.0008289123070426285,0.0016578249633312225,315,66,0.05735421180725098,completed,
sujin_stand_normal_05,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/sujin_stand_normal_05_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_stand_normal_05_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_stand_normal_05_synchronized_315.npz,131,133,131,131,131,100.0,0.0008290814585052431,0.0016581632662564516,315,66,0.04913949966430664,completed,
sujin_stand_normal_06,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/sujin_stand_normal_06_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_stand_normal_06_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_stand_normal_06_synchronized_315.npz,129,131,129,129,129,100.0,0.0008290124242193997,0.0016578403301537037,315,66,0.046608924865722656,completed,
sujin_stand_normal_07,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/sujin_stand_normal_07_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_stand_normal_07_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_stand_normal_07_synchronized_315.npz,131,128,128,131,128,97.70992366412213,0.0008120188140310347,0.001624231692403555,315,66,0.048699140548706055,completed,
sujin_stand_normal_08,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/sujin_stand_normal_08_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_stand_normal_08_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_stand_normal_08_synchronized_315.npz,128,128,128,128,128,100.0,0.0008289800025522709,0.001658154185861349,315,66,0.04885458946228027,completed,
sujin_stand_normal_09,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/sujin_stand_normal_09_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_stand_normal_09_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_stand_normal_09_synchronized_315.npz,127,127,127,127,127,100.0,0.0008289442048408091,0.0016575133195146918,315,66,0.05094623565673828,completed,
sujin_stand_normal_10,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/sujin_stand_normal_10_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_stand_normal_10_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_stand_normal_10_synchronized_315.npz,128,131,128,128,128,100.0,0.0008289800025522709,0.001658154185861349,315,66,0.04865550994873047,completed,
sujin_stand_normal_11,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/sujin_stand_normal_11_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_stand_normal_11_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_stand_normal_11_synchronized_315.npz,130,131,130,130,130,100.0,0.0008311853744089603,0.001662752591073513,315,66,0.050574302673339844,completed,
sujin_stand_normal_12,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/sujin_stand_normal_12_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_stand_normal_12_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_stand_normal_12_synchronized_315.npz,130,131,130,130,130,100.0,0.0008290486875921488,0.001658479101024568,315,66,0.05559420585632324,completed,
sujin_walk_normal_01,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/sujin_walk_normal_01_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_walk_normal_01_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_walk_normal_01_synchronized_315.npz,1205,1208,1205,1205,1205,100.0,0.003332410706207156,0.006663295440375805,315,66,0.25238490104675293,completed,
sujin_walk_normal_02,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/sujin_walk_normal_02_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_walk_normal_02_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_walk_normal_02_synchronized_315.npz,125,125,125,125,125,100.0,0.0008310991106554866,0.0016625798307359219,315,66,0.24103593826293945,completed,
sujin_walk_normal_03,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/sujin_walk_normal_03_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_walk_normal_03_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_walk_normal_03_synchronized_315.npz,128,129,128,128,128,100.0,0.0008268211968243122,0.0016538365744054317,315,66,0.062418460845947266,completed,
sujin_walk_normal_04,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/sujin_walk_normal_04_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_walk_normal_04_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_walk_normal_04_synchronized_315.npz,129,129,129,129,129,100.0,0.0008268702658824623,0.0016535560134798288,315,66,0.06965184211730957,completed,
sujin_walk_normal_05,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/sujin_walk_normal_05_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_walk_normal_05_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_walk_normal_05_synchronized_315.npz,128,129,128,128,128,100.0,0.0008311501587741077,0.0016624943818897009,315,66,0.04586958885192871,completed,
sujin_walk_normal_06,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/sujin_walk_normal_06_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_walk_normal_06_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_walk_normal_06_synchronized_315.npz,127,128,127,127,127,100.0,0.0008267684606835246,0.0016531618312001228,315,66,0.04932570457458496,completed,
sujin_walk_normal_07,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/sujin_walk_normal_07_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_walk_normal_07_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_walk_normal_07_synchronized_315.npz,126,128,126,126,126,100.0,0.0008289123070426285,0.0016578249633312225,315,66,0.04831719398498535,completed,
sujin_walk_normal_08,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/sujin_walk_normal_08_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_walk_normal_08_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_walk_normal_08_synchronized_315.npz,122,122,122,122,122,100.0,1.2818662753488752e-07,3.814697322468419e-07,315,66,0.048818111419677734,completed,
sujin_walk_normal_09,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/sujin_walk_normal_09_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_walk_normal_09_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_walk_normal_09_synchronized_315.npz,127,130,127,127,127,100.0,0.0008267684606835246,0.0016531618312001228,315,66,0.04797029495239258,completed,
sujin_walk_normal_10,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/sujin_walk_normal_10_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_walk_normal_10_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_walk_normal_10_synchronized_315.npz,129,134,129,129,129,100.0,0.0008268702658824623,0.0016535560134798288,315,66,0.04638195037841797,completed,
sujin_walk_normal_11,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/sujin_walk_normal_11_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_walk_normal_11_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_walk_normal_11_synchronized_315.npz,127,129,127,127,127,100.0,0.0008267684606835246,0.0016531618312001228,315,66,0.0509333610534668,completed,
sujin_walk_normal_12,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/sujin_walk_normal_12_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_walk_normal_12_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_walk_normal_12_synchronized_315.npz,129,128,128,129,128,99.2248062015504,0.0008246736833825707,0.001649541431106627,315,66,0.048775434494018555,completed,
sujin_walk_normal_13,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/sujin_walk_normal_13_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/sujin_walk_normal_13_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_walk_normal_13_synchronized_315.npz,130,130,130,130,130,100.0,0.0008311853744089603,0.001662752591073513,315,66,0.05129575729370117,completed,
yena_arm_move_normal_01,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_arm_move_normal_01_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_arm_move_normal_01_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_arm_move_normal_01_synchronized_315.npz,1813,1815,1813,1813,1813,100.0,0.004998159594833851,0.00999937392771244,315,66,0.3681149482727051,completed,
yena_bending_normal_01,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_bending_normal_01_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_bending_normal_01_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_bending_normal_01_synchronized_315.npz,1807,1810,1807,1807,1807,100.0,0.004999074153602123,0.009993186220526695,315,66,0.32491612434387207,completed,
yena_chair_sit_variation_01,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_chair_sit_variation_01_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_chair_sit_variation_01_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_chair_sit_variation_01_synchronized_315.npz,1802,1798,1798,1802,1798,99.7780244173141,0.004987969994544983,0.00997899565845728,315,66,0.3807187080383301,completed,
yena_chair_sit_variation_02,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_chair_sit_variation_02_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_chair_sit_variation_02_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_chair_sit_variation_02_synchronized_315.npz,125,126,125,125,125,100.0,0.0008310991106554866,0.0016625798307359219,315,66,0.04901313781738281,completed,
yena_chair_sit_variation_03,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_chair_sit_variation_03_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_chair_sit_variation_03_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_chair_sit_variation_03_synchronized_315.npz,129,134,129,129,129,100.0,0.0008268702658824623,0.0016535560134798288,315,66,0.07881593704223633,completed,
yena_fall_normal_0,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_fall_normal_0_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_fall_normal_0_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_fall_normal_0_synchronized_315.npz,1203,1206,1203,1203,1203,100.0,0.003331489162519574,0.006666022818535566,315,66,0.28509521484375,completed,
yena_fall_normal_01,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_fall_normal_01_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_fall_normal_01_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_fall_normal_01_synchronized_315.npz,1802,1805,1802,1802,1802,100.0,0.004999071359634399,0.009993149898946285,315,66,0.47533249855041504,completed,
yena_fall_normal_02,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_fall_normal_02_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_fall_normal_02_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_fall_normal_02_synchronized_315.npz,1802,1805,1802,1802,1802,100.0,0.0049972222186625,0.009989455342292786,315,66,0.4472684860229492,completed,
yena_fall_normal_04,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_fall_normal_04_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_fall_normal_04_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_fall_normal_04_synchronized_315.npz,130,134,130,130,130,100.0,0.0008311853744089603,0.001662752591073513,315,66,0.06048321723937988,completed,
yena_fall_normal_05,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_fall_normal_05_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_fall_normal_05_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_fall_normal_05_synchronized_315.npz,125,147,125,125,125,100.0,0.0008288769167847931,0.001658135442994535,315,66,0.062276363372802734,completed,
yena_fall_normal_06,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_fall_normal_06_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_fall_normal_06_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_fall_normal_06_synchronized_315.npz,123,129,123,123,123,100.0,0.0008310609846375883,0.001662316033616662,315,66,0.0564115047454834,completed,
yena_fall_normal_07,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_fall_normal_07_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_fall_normal_07_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_fall_normal_07_synchronized_315.npz,143,127,127,143,127,88.81118881118881,0.0007342625176534057,0.001468149945139885,315,66,0.05895709991455078,completed,
yena_fall_normal_08,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_fall_normal_08_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_fall_normal_08_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_fall_normal_08_synchronized_315.npz,128,131,128,128,128,100.0,0.0008289800025522709,0.001658154185861349,315,66,0.0690610408782959,completed,
yena_fall_normal_09,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_fall_normal_09_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_fall_normal_09_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_fall_normal_09_synchronized_315.npz,123,125,123,123,123,100.0,0.0008265565265901387,0.0016533072339370847,315,66,0.06633257865905762,completed,
yena_fall_normal_10,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_fall_normal_10_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_fall_normal_10_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_fall_normal_10_synchronized_315.npz,123,124,123,123,123,100.0,0.0008310609846375883,0.001662316033616662,315,66,0.060891151428222656,completed,
yena_fall_normal_11,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_fall_normal_11_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_fall_normal_11_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_fall_normal_11_synchronized_315.npz,135,140,135,135,135,100.0,0.000827160372864455,0.0016547024715691805,315,66,0.0706634521484375,completed,
yena_fall_normal_12,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_fall_normal_12_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_fall_normal_12_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_fall_normal_12_synchronized_315.npz,124,128,124,124,124,100.0,0.0008288377430289984,0.0016574912006035447,315,66,0.06999850273132324,completed,
yena_fall_normal_13,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_fall_normal_13_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_fall_normal_13_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_fall_normal_13_synchronized_315.npz,125,128,125,125,125,100.0,0.0008310991106554866,0.0016625798307359219,315,66,0.06999492645263672,completed,
yena_fall_normal_14,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_fall_normal_14_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_fall_normal_14_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_fall_normal_14_synchronized_315.npz,122,126,122,122,122,100.0,0.0008310406119562685,0.0016617064829915762,315,66,0.07078289985656738,completed,
yena_fall_normal_15,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_fall_normal_15_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_fall_normal_15_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_fall_normal_15_synchronized_315.npz,123,126,123,123,123,100.0,0.0008288026438094676,0.0016577994683757424,315,66,0.06412553787231445,completed,
yena_fall_normal_16,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_fall_normal_16_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_fall_normal_16_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_fall_normal_16_synchronized_315.npz,121,123,121,121,121,100.0,0.0008264460484497249,0.0016528925625607371,315,66,0.06435704231262207,completed,
yena_fall_normal_17,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_fall_normal_17_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_fall_normal_17_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_fall_normal_17_synchronized_315.npz,126,129,126,126,126,100.0,0.0008267193916253746,0.0016534391324967146,315,66,0.12564659118652344,completed,
yena_fall_stay_down_01,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_fall_stay_down_01_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_fall_stay_down_01_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_fall_stay_down_01_synchronized_315.npz,1806,1805,1805,1805,1804,99.88925802879291,0.004161009564995766,0.00833174493163824,315,66,0.4441213607788086,completed,
yena_fall_stay_down_02,train,/content/drive/MyDrive/CareWave_Round4_Reextract/final_split/pose/train/yena_fall_stay_down_02_pose.csv,/content/drive/MyDrive/CareWave_Round4_Reextract/features_315/train/yena_fall_stay_down_02_features_315.npz,/content/drive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_fall_stay_down_02_synchronized_315.npz,130,133,130,130,130,100.0,0.000826922943815589,0.0016542276134714484,315,66,0.08939051628112793,completed,
