sample_id,person,action,repetition,source_split,rows,duration_sec,file_path,model_split
yena_stand_normal_08,yena,stand_normal,08,train_candidate,124,12.301657676696777,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_stand_normal_08_synchronized_315.npz,train
yena_stand_normal_10,yena,stand_normal,10,train_candidate,122,12.10165786743164,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_stand_normal_10_synchronized_315.npz,train
yena_walk_normal_02,yena,walk_normal,02,train_candidate,134,13.301653861999512,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_walk_normal_02_synchronized_315.npz,train
yena_walk_normal_03,yena,walk_normal,03,train_candidate,125,12.40166187286377,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_walk_normal_03_synchronized_315.npz,train
yena_walk_normal_04,yena,walk_normal,04,train_candidate,130,12.901662826538086,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_walk_normal_04_synchronized_315.npz,train
yena_walk_normal_05,yena,walk_normal,05,train_candidate,135,13.401654243469238,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_walk_normal_05_synchronized_315.npz,train
yena_walk_normal_06,yena,walk_normal,06,train_candidate,133,13.201662063598633,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_walk_normal_06_synchronized_315.npz,train
yena_walk_normal_07,yena,walk_normal,07,train_candidate,133,13.201654434204102,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_walk_normal_07_synchronized_315.npz,train
yena_walk_normal_08,yena,walk_normal,08,train_candidate,126,12.501657485961914,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_walk_normal_08_synchronized_315.npz,train
yena_walk_normal_09,yena,walk_normal,09,train_candidate,135,13.401654243469238,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_walk_normal_09_synchronized_315.npz,train
yena_walk_normal_10,yena,walk_normal,10,train_candidate,139,13.80166244506836,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_walk_normal_10_synchronized_315.npz,train
yena_walk_normal_11,yena,walk_normal,11,train_candidate,132,13.101654052734375,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_walk_normal_11_synchronized_315.npz,train
yena_walk_normal_12,yena,walk_normal,12,train_candidate,128,12.701662063598633,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_walk_normal_12_synchronized_315.npz,train
yena_walk_normal_13,yena,walk_normal,13,train_candidate,128,12.701658248901367,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_walk_normal_13_synchronized_315.npz,train
